time	type	info
63627194220941.828	scanner	TR: 142/210
63627194222540.359	buttonbox	pressed: responselrud
63627194222792.312	scanner	TR: 143/210
63627194222940.625	experiment	feedback (y, 8/11)
63627194224791.180	scanner	TR: 144/210
63627194225491.586	info	autosave (1387ms)
63627194226883.031	scanner	TR: 145/210
63627194228790.328	scanner	TR: 146/210
63627194230790.602	scanner	TR: 147/210
63627194232793.219	scanner	TR: 148/210
63627194232796.086	experiment	block 12 start
63627194234790.789	scanner	TR: 149/210
63627194237953.094	scanner	TR: 150/210
63627194238791.531	scanner	TR: 151/210
63627194239456.164	buttonbox	pressed: responseud
63627194240578.898	buttonbox	pressed: responseud
63627194240791.250	scanner	TR: 152/210
63627194242790.961	scanner	TR: 153/210
63627194243353.812	buttonbox	pressed: responseud
63627194244790.523	scanner	TR: 154/210
63627194245201.594	buttonbox	pressed: responseud
63627194245980.875	experiment	fixations correct: 3/4 (75%)
63627194246792.398	scanner	TR: 155/210
63627194248107.281	buttonbox	pressed: responselrud
63627194248790.727	scanner	TR: 156/210
63627194248946.180	experiment	feedback (n, 8/12)
63627194250792.711	scanner	TR: 157/210
63627194251511.852	info	autosave (523ms)
63627194252791.086	scanner	TR: 158/210
63627194254793.398	scanner	TR: 159/210
63627194256791.906	scanner	TR: 160/210
63627194258791.375	scanner	TR: 161/210
63627194258794.234	experiment	block 13 start
63627194260790.703	scanner	TR: 162/210
63627194262791.867	scanner	TR: 163/210
63627194264791.984	scanner	TR: 164/210
63627194265835.453	buttonbox	pressed: responseud
63627194266790.805	scanner	TR: 165/210
63627194267548.000	buttonbox	pressed: responseud
63627194268792.406	scanner	TR: 166/210
63627194268855.914	buttonbox	pressed: responseud
63627194270790.422	scanner	TR: 167/210
63627194270863.258	buttonbox	pressed: responseud
63627194271538.555	experiment	fixations correct: 4/4 (100%)
63627194272790.453	scanner	TR: 168/210
63627194273793.773	buttonbox	pressed: responselrud
63627194274791.766	scanner	TR: 169/210
63627194274940.188	experiment	feedback (y, 9/13)
63627194276791.883	scanner	TR: 170/210
63627194277524.305	info	autosave (2870ms)
63627194280399.078	scanner	TR: 171/210
63627194280791.875	scanner	TR: 172/210
63627194282792.602	scanner	TR: 173/210
63627194284791.453	scanner	TR: 174/210
63627194284794.281	experiment	block 14 start
63627194286789.836	scanner	TR: 175/210
63627194288792.633	scanner	TR: 176/210
63627194290790.008	scanner	TR: 177/210
63627194291720.836	buttonbox	pressed: responseud
63627194292790.953	scanner	TR: 178/210
63627194294167.953	buttonbox	pressed: responseud
63627194294791.633	scanner	TR: 179/210
63627194295727.453	buttonbox	pressed: responseud
63627194296479.812	experiment	fixations correct: 3/3 (100%)
63627194296790.953	scanner	TR: 180/210
63627194298792.961	scanner	TR: 181/210
63627194300538.750	buttonbox	pressed: responselrud
63627194300790.305	scanner	TR: 182/210
63627194300930.703	experiment	feedback (n, 9/14)
63627194302790.992	scanner	TR: 183/210
63627194303518.602	info	autosave (806ms)
63627194304790.219	scanner	TR: 184/210
63627194306791.867	scanner	TR: 185/210
63627194308790.156	scanner	TR: 186/210
63627194310791.094	scanner	TR: 187/210
63627194310793.922	experiment	block 15 start
63627194312790.273	scanner	TR: 188/210
63627194314790.078	scanner	TR: 189/210
63627194316789.984	scanner	TR: 190/210
